temperature,pressure,dew_point,humidity,wind_speed,gust,wind_chill,uv_index,feels_like_temperature,visibility,solar_radiation,pollutant_value,precipitation_rate,precipitation_total,place,city,state
26.753846153846155,1013.9461538461538,25.66923076923077,93.70769230769231,0.6153846153846154,0.8250000000000001,26.753846153846155,0.0,28.0,5.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
29.823076923076922,1014.7938461538462,26.215384615384615,81.37692307692308,0.7769230769230769,1.3583333333333334,29.823076923076922,0.07692307692307693,31.0,7.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
32.753846153846155,1015.0292307692308,26.092307692307692,68.24615384615385,1.3692307692307693,1.6916666666666667,32.753846153846155,0.3076923076923077,34.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
33.02307692307692,1014.7023076923076,25.153846153846153,63.61538461538461,1.5615384615384615,2.1333333333333333,33.02307692307692,0.5384615384615384,36.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
33.55384615384615,1014.1007692307692,24.792307692307695,60.33076923076923,1.4692307692307693,1.9333333333333333,33.55384615384615,0.7692307692307693,38.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
34.892307692307696,1013.3353846153847,26.207692307692305,61.03076923076923,2.069230769230769,2.8083333333333336,34.892307692307696,0.6923076923076923,38.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
34.53076923076923,1012.5053846153846,26.653846153846153,63.784615384615385,2.1461538461538465,3.1333333333333333,34.53076923076923,0.6923076923076923,38.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
32.792307692307695,1011.6176923076923,26.700000000000003,70.46153846153847,2.4,2.5500000000000003,32.792307692307695,0.5384615384615384,40.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
32.16153846153846,1011.3561538461539,26.515384615384615,72.15384615384616,2.276923076923077,2.4166666666666665,32.16153846153846,0.38461538461538464,36.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
31.83076923076923,1011.3061538461538,26.26923076923077,72.49230769230769,2.323076923076923,2.6,31.83076923076923,0.15384615384615385,37.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
30.784615384615385,1011.6176923076923,26.00769230769231,75.68461538461538,1.830769230769231,1.9000000000000001,30.784615384615385,0.07692307692307693,36.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
29.569230769230767,1012.2323076923077,25.93076923076923,80.88461538461539,0.7692307692307693,0.7666666666666666,29.569230769230767,0.0,36.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
29.161538461538463,1013.0653846153847,25.86923076923077,82.53846153846153,0.38461538461538464,0.21666666666666667,29.161538461538463,0.0,36.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
28.76923076923077,1014.0115384615384,25.799999999999997,83.96923076923076,0.3230769230769231,0.325,28.76923076923077,0.0,33.0,8.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
28.5,1014.5323076923077,25.799999999999997,85.4923076923077,0.5076923076923077,0.3666666666666667,28.5,0.0,33.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
28.142857142857142,1014.0957142857143,25.964285714285715,88.01428571428572,0.5285714285714286,0.2333333333333333,28.142857142857142,0.0,32.0,9.0,0.0,,0.0,0.0,Petaling,Shah Alam,Selangor
27.15294117647059,1013.1041176470588,25.441176470588236,90.44117647058823,2.9705882352941178,4.253846153846154,27.15294117647059,0.0,28.0,5.4,0.0,,2.54,2.54,Petaling,Shah Alam,Selangor
26.17142857142857,1013.4564285714285,25.142857142857142,94.11428571428571,0.4428571428571429,0.4083333333333334,26.17142857142857,0.0,25.0,9.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
26.276923076923076,1013.1800000000001,25.323076923076922,94.54615384615384,0.038461538461538464,0.14166666666666666,26.276923076923076,0.0,25.0,9.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
26.3,1012.5316666666666,25.491666666666664,95.41666666666667,0.075,0.15454545454545454,26.3,0.0,25.0,9.0,0.0,,0.0,11.22,Petaling,Shah Alam,Selangor
26.04615384615385,1012.2438461538461,25.084615384615386,94.53846153846153,0.15384615384615385,0.2916666666666667,26.04615384615385,0.0,25.0,9.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
25.984615384615385,1012.3107692307693,24.946153846153848,94.0,0.1,0.27499999999999997,25.984615384615385,0.0,25.0,9.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
26.03076923076923,1012.4530769230769,25.200000000000003,95.35384615384615,0.2076923076923077,0.15,26.03076923076923,0.0,25.0,9.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
25.976923076923075,1012.6884615384616,25.153846153846153,95.38461538461539,0.1076923076923077,0.31666666666666665,25.976923076923075,0.0,25.0,8.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
28.338461538461537,1013.6473076923078,26.299999999999997,89.03076923076924,0.10769230769230768,0.2916666666666667,28.338461538461537,0.0,25.0,8.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
31.115384615384617,1014.3646153846154,27.184615384615384,79.86153846153846,0.3076923076923077,0.65,31.115384615384617,0.07692307692307693,31.0,8.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
31.0,1014.7938461538462,26.884615384615383,78.95384615384616,0.7692307692307693,0.875,31.0,0.3076923076923077,36.0,9.0,0.0,,0.0,12.24,Petaling,Shah Alam,Selangor
